,original title,producing country,production year,directors,visitors
304,A Queen Is Crowned,GB,1953,Christopher Fry,765
305,Koibumi,JP,1953,Kinuyo Tanaka,744
306,L'amour d'une femme,FR,1953,Jean Grémillon,718
307,Ulisse,IT,1953,"Mario Camerini, Mario Bava",692
308,Abismos de pasión,MX,1953,Luis Buñuel,642
309,Pickup on South Street,US,1953,Samuel Fuller,542
310,El bruto,MX,1953,Luis Buñuel,521
311,Julius Caesar,US,1953,Joseph L. Mankiewicz,517
312,Aida,IT,1953,Clemente Fracassi,499
313,"""The Quatermass Experiment""",GB,1953,Rudolph Cartier,473
314,La belle de Cadix,FR,1953,"Raymond Bernard, Eusebio Fernández Ardavín",422
315,Thérèse Raquin,"FR, IT",1953,Marcel Carné,343
316,Föltámadott a tenger,HU,1953,"László Ranódy, Mihály Szemes, Kálmán Nádasdy",330
317,The Wild One,US,1953,László Benedek,318
318,Únos,"CZ, SK",1953,"Ján Kadár, Elmar Klos",308
319,Afrika I. - Z Maroka na Kilimandzaro,"CZ, SK",1953,"Jiri Hanzelka, Miroslav Zikmund",300
320,Beat the Devil,GB,1953,John Huston,300
321,Měsíc nad řekou,"CZ, SK",1953,Václav Krska,298
322,Tajemství krve,"CZ, SK",1953,Martin Fric,216
323,Le guérisseur,FR,1953,Yves Ciampi,212
324,Traviata '53,"IT, FR",1953,Vittorio Cottafavi,204
325,Concierto mágico,ES,1953,Rafael J. Salvia,203
326,The Living Desert,US,1953,James Algar,185
327,Nástup,"CZ, SK",1953,Otakar Vávra,139
328,Les amoureux de Marianne,FR,1953,Jean Stelli,132
329,Dovolená s Andelem,"CZ, SK",1953,Borivoj Zeman,122
330,The Lawless Breed,US,1953,Raoul Walsh,108
331,All I Desire,US,1953,Douglas Sirk,104
332,Plavecký mariás,"CZ, SK",1953,Václav Wasserman,92
333,Állami áruház,HU,1953,Viktor Gertler,87
334,Il peccato di Anna,IT,1953,Camillo Mastrocinque,82
335,La lupa,IT,1953,Alberto Lattuada,78
336,Slovo delá zenu,"CZ, SK",1953,Jaroslav Mach,67
337,House of Wax,US,1953,André De Toth,63
338,Afrika II. - Od rovníku ke Stolové hore,"CZ, SK",1953,"Jiri Hanzelka, Miroslav Zikmund",50
339,Cabaret,ES,1953,Eduardo Manzanos Brochero,49
340,A Blueprint for Murder,US,1953,Andrew L. Stone,44
341,Glen or Glenda,US,1953,Edward Wood Jr.,40
342,Salome,US,1953,William Dieterle,37
343,Stazione Termini,"IT, US",1953,Vittorio De Sica,35
344,Fløjtespilleren,DK,1953,Alice O'Fredericks,33
345,Moselfahrt aus Liebeskummer,DE,1953,Kurt Hoffmann,29
346,The Cruel Sea,GB,1953,Charles Frend,26
347,Krejcovská povídka,"CZ, SK",1953,Jindrich Pus,24
348,Ansiedad,MX,1953,Miguel Zacarías,23
349,"Hilja, maitotyttö",FI,1953,T.J. Särkkä,19
350,Afrikaans Avontuur,NL,1953,Theo Regout,14
351,Výstraha,"CZ, SK",1953,Miroslav Cikán,14
352,Lili,US,1953,Charles Walters,12
353,Yegor Bulychyov i drugiye,SU,1953,"Yuliya Solntseva, Boris Zakhava",11
354,Jestrab kontra Hrdlicka,"CZ, SK",1953,Vladimír Borský,10
355,Sinji galeb,YU,1953,Branko Bauer,9
356,Die Venus vom Tivoli,CH,1953,Leonard Steckel,8
357,Horizons sans fin,FR,1953,Jean Dréville,7
358,Mladá léta,"CZ, SK",1953,Václav Krska,6
359,O Cangaceiro,BR,1953,Lima Barreto,3
360,A város alatt,HU,1953,János Herskó,2
361,All the Brothers Were Valiant,US,1953,Richard Thorpe,2
362,Nad námí svítá,"CZ, SK",1953,Jirí Krejcík,2
363,La strada,IT,1954,Federico Fellini,235007
364,Rear Window,US,1954,Alfred Hitchcock,164965
365,Dial M for Murder,US,1954,Alfred Hitchcock,102007
366,Johnny Guitar,US,1954,Nicholas Ray,75436
367,Shichinin no samurai,JP,1954,Akira Kurosawa,61058
368,White Christmas,US,1954,Michael Curtiz,45671
369,Emil und die Detektive,DE,1954,Robert A. Stemmle,41185
370,East of Eden,US,1954,Elia Kazan,39094
371,Viaggio in Italia,"IT, FR",1954,Roberto Rossellini,33005
372,Sabrina,US,1954,Billy Wilder,29856
373,Les diaboliques,FR,1954,Henri-Georges Clouzot,28032
374,Das fliegende Klassenzimmer,DE,1954,Kurt Hoffmann,26064
375,Animal Farm,GB,1954,"Joy Batchelor, John Halas",22787
376,Senso,IT,1954,Luchino Visconti,20593
377,The Barefoot Contessa,US,1954,Joseph L. Mankiewicz,20551
378,River of No Return,US,1954,"Otto Preminger, Jean Negulesco",20404
379,On The Waterfront,US,1954,Elia Kazan,17864
380,French Cancan,"FR, IT",1954,Jean Renoir,16461
381,Miyamoto Musashi,JP,1954,Hiroshi Inagaki,11307
382,Human Desire,US,1954,Fritz Lang,11224
383,Chikamatsu monogatari,JP,1954,Kenji Mizoguchi,11201
384,Sanshô dayû,JP,1954,Kenji Mizoguchi,8981
385,Creature from the Black Lagoon,US,1954,Jack Arnold,8806
386,Touchez pas au grisbi,"FR, IT",1954,Jacques Becker,8613
387,Uwasa no onna,JP,1954,Kenji Mizoguchi,7303
388,Yama no oto,JP,1954,Mikio Naruse,6976
389,Hobson's Choice,GB,1954,David Lean,6798
390,Vera Cruz,US,1954,Robert Aldrich,6396
391,20000 Leagues Under the Sea,US,1954,Richard Fleischer,5150
392,The Far Country,US,1954,Anthony Mann,5146
393,Gojira,JP,1954,Ishirô Honda,4634
394,The Million Pound Note,GB,1954,Ronald Neame,3918
395,Hänsel und Gretel,DE,1954,Walter Janssen,3389
396,Miseria e nobiltà,IT,1954,Mario Mattoli,3049
397,Cesta vede do Tibetu,"CZ, SK",1954,Vladimír Sís,2979
398,It Should Happen to You,US,1954,George Cukor,2950
399,Magnificent Obsession,US,1954,Douglas Sirk,2803
400,Non credo più all'amore (La paura),"DE, IT",1954,Roberto Rossellini,2785
401,Seven Brides for Seven Brothers,US,1954,Stanley Donen,2784
402,Carmen Jones,US,1954,Otto Preminger,2517
403,Executive Suite,US,1954,Robert Wise,2391
404,En lektion i kärlek,SE,1954,Ingmar Bergman,2336
405,Far til fire i sneen,DK,1954,Alice O'Fredericks,2299
406,Bangiku,JP,1954,Mikio Naruse,2246
407,Monsieur Ripois,"FR, GB",1954,René Clément,2207
408,The Maggie,GB,1954,Alexander Mackendrick,1734
409,Brigadoon,US,1954,Vincente Minnelli,1554
410,A Star Is Born,US,1954,George Cukor,1319
411,Saban-Karamanin koyunu,TR,1954,Semih Evin,1263
412,Jan Hus,"CZ, SK",1954,Otakar Vávra,1193
413,Giorni d'amore,IT,1954,"Giuseppe De Santis, Leopoldo Savona",1100
414,Le rouge et le noir,"IT, FR",1954,Claude Autant-Lara,1064
415,Kyriakatiko xypnima,GR,1954,Michael Cacoyannis,980
416,Cronache di poveri amanti,IT,1954,Carlo Lizzani,854
417,Cañas y barro,"ES, IT",1954,Juan de Orduña,733
418,Ueli der Knecht,CH,1954,Franz Schnyder,595
419,Rhapsody,US,1954,Charles Vidor,590
420,Robinson Crusoe,"MX, US",1954,Luis Buñuel,461
421,Happy Ever After,GB,1954,Mario Zampi,415
422,Stříbrný vítr,"CZ, SK",1954,Václav Krska,347
423,Salt of the Earth,US,1954,Herbert J. Biberman,295
424,Siraa Fil-Wadi,EG,1954,Youssef Chahine,273
425,The Glenn Miller Story,US,1954,Anthony Mann,253
426,Comicos,"ES, AR",1954,Juan Antonio Bardem,250
427,Novio a la vista,ES,1954,Luis García Berlanga,232
428,Marcelino pan y vino,"ES, IT",1954,Ladislao Vajda,163
429,The Naked Jungle,US,1954,Byron Haskin,156
430,Garden of Evil,US,1954,Henry Hathaway,136
431,Them!,US,1954,Gordon Douglas,128
432,L'oro di Napoli,IT,1954,Vittorio De Sica,126
433,Rodná zem,"CZ, SK",1954,Josef Mach,125
434,The Egyptian,US,1954,Michael Curtiz,115
435,La spiaggia,"IT, FR",1954,Alberto Lattuada,108
436,Troll i ord,NO,1954,"Olav Engebretsen, Jon Lennart Mjøen",87
437,El río y la muerte,MX,1954,Luis Buñuel,86
438,"Rétrospective: Vittorio de Seta (1954-1959, PL)",PL,1954,Vittorio De Seta,84
439,Dov'è la libertà...?,IT,1954,Roberto Rossellini,83
440,Rákóczi hadnagya,HU,1954,Frigyes Bán,80
441,Jeste svatba nebyla,"CZ, SK",1954,Jaroslav Mach,59
442,Z Argentiny do Mexika,"CZ, SK",1954,"Jiri Hanzelka, Miroslav Zikmund",55
443,Désirée,US,1954,Henry Koster,54
444,Arvingen,DK,1954,"Jon Iversen, Alice O'Fredericks",51
445,Llévame en tus brazos,MX,1954,Julio Bracho,47
446,Botostroj,"CZ, SK",1954,K.M. Walló,46
447,Apache,US,1954,Robert Aldrich,44
448,Frona,"CZ, SK",1954,Jirí Krejcík,36
449,Nejlepsi clovek,"CZ, SK",1954,"Ivo Novák, Václav Wasserman",34
450,La romana,"IT, FR",1954,Luigi Zampa,33
451,Taxi Driver,IN,1954,Chetan Anand,33
452,Přicházejí z tmy,"CZ, SK",1954,Václav Gajer,32
453,Életjel,HU,1954,Zoltán Fábri,27
454,Giovanna d'Arco al rogo,"IT, FR",1954,Roberto Rossellini,23
455,Můj přítel Fabián,"CZ, SK",1954,Jirí Weiss,20
456,Expres z Norimberka,"CZ, SK",1954,Vladimír Cech,18
457,Hell and High Water,US,1954,Samuel Fuller,16
458,Malvaloca,ES,1954,Ramón Torrado,14
459,En sømand går i land,DK,1954,Lau Lauritzen,12
460,The Bridges at Toko-Ri,US,1954,Mark Robson,12
461,Der Froschkönig,DE,1954,Otto Meyer,11
462,Én és a nagyapám,HU,1954,Viktor Gertler,8
463,Todo es posible en Granada,ES,1954,José Luis Sáenz de Heredia,7
464,Severní prístav,CZ,1954,Milos Makovec,7
465,Simon Menyhért születése,HU,1954,"Zoltán Várkonyi, Károly Makk",5
466,Alarm im Zirkus,DD,1954,Gerhard Klein,4
467,Totò cerca pace,IT,1954,Mario Mattoli,4
468,Lady and The Tramp,US,1955,"Clyde Geronimi, Jack Cutting, Wilfred Jackson, Hamilton Luske",4144003
469,The Night of the Hunter,US,1955,Charles Laughton,361090
470,Rebel Without a Cause,US,1955,Nicholas Ray,201661
471,Moonfleet,US,1955,Fritz Lang,115580
472,The Man from Laramie,US,1955,Anthony Mann,110069
473,The Dam Busters,GB,1955,Michael Anderson,87920
474,To Catch a Thief,US,1955,Alfred Hitchcock,56231
475,Barn av solen,NO,1955,Arne Skouen,33820
476,Lola Montès,FR,1955,Max Ophüls,33321
477,The Seven Year Itch,US,1955,Billy Wilder,30442
478,The Ladykillers,GB,1955,Alexander Mackendrick,25414
479,Du rififi chez les hommes,"FR, IT",1955,Jules Dassin,24886
480,Ordet,DK,1955,Carl Theodor Dreyer,24663
481,Kiss Me Deadly,US,1955,Robert Aldrich,19770
482,Cesta do pravěku,"CZ, SK",1955,"Fred Ladd, Karel Zeman",19591
483,Sommarnattens leende,SE,1955,Ingmar Bergman,19014
484,Moara Cu Noroc,RO,1955,Victor Iliu,16912
485,Mr Arkadin,"FR, ES, CH",1955,Orson Welles,14328
486,Muerte de un ciclista,"ES, IT",1955,Juan Antonio Bardem,13618
487,Summertime,"US, GB",1955,David Lean,13122
488,Pather Panchali,IN,1955,Satyajit Ray,10781
489,Peccato che sia una canaglia,IT,1955,Alessandro Blasetti,10253
490,Le amiche,IT,1955,Michelangelo Antonioni,9994
491,Ensayo de un crimen,MX,1955,Luis Buñuel,9570
492,Bad Day at Black Rock,US,1955,John Sturges,8905
493,Stella,GR,1955,Michael Cacoyannis,8110
494,Yôkihi,"JP, HK",1955,Kenji Mizoguchi,8103
495,The Trouble with Harry,US,1955,Alfred Hitchcock,6965
496,Man Without a Star,US,1955,King Vidor,6166
497,All That Heaven Allows,US,1955,Douglas Sirk,6149
498,Whymerps Weg aufs Matterhorn,CH,1955,"Heinz Julen, August Julen",6107
499,Guys and Dolls,US,1955,Joseph L. Mankiewicz,5999
500,Killer's Kiss,US,1955,Stanley Kubrick,5210
501,Italia K2,IT,1955,Marcello Baldi,4724
502,Lo scapolo,"IT, ES",1955,Antonio Pietrangeli,4617
503,Il bidone,"IT, FR",1955,Federico Fellini,4599
504,Menschen am Matterhorn,CH,1955,"Heinz Julen, August Julen",4486
505,Oklahoma!,US,1955,Fred Zinnemann,3197
506,Gli sbandati,IT,1955,Francesco Maselli,2689
507,The Man with the Golden Arm,US,1955,Otto Preminger,2637
508,Rumpelstilzchen,DE,1955,Herbert B. Fredersdorf,2549
509,Shin heike monogatari,JP,1955,Kenji Mizoguchi,2524
510,The Constant Husband,GB,1955,Sidney Gilliat,2348
511,Schneewittchen und die sieben Zwerge,DE,1955,Erich Kobler,2329
512,La Pointe Courte,FR,1955,Agnès Varda,2312
513,Run for Cover,US,1955,Nicholas Ray,2293
514,Ikimono no kiroku,JP,1955,Akira Kurosawa,2054
515,Il segno di Venere,IT,1955,Dino Risi,2031
516,The Cobweb,US,1955,Vincente Minnelli,1856
517,The Big Knife,US,1955,Robert Aldrich,1811
518,Zoku Miyamoto Musashi: Ichijôji no kettô,JP,1955,Hiroshi Inagaki,1694
519,Tuntematon sotilas,FI,1955,Edvin Laine,1673
520,Mozart's Don Giovanni,GB,1955,Paul Czinner,1569
521,The Naked Dawn,US,1955,Edgar G. Ulmer,1435
522,Der gestiefelte Kater,DE,1955,Herbert B. Fredersdorf,1398
523,Far til fire på landet,DK,1955,Alice O'Fredericks,1316
524,"Uli, der Pächter",CH,1955,Franz Schnyder,1306
525,Camino cortado,"ES, DE",1955,Ignacio F. Iquino,1230
526,Chibusa yo eien nare,JP,1955,Kinuyo Tanaka,1101
527,Il prigioniero della montagna,"DE, IT",1955,Luis Trenker,926
528,Byl jednou jeden král,"CZ, SK",1955,Borivoj Zeman,790
529,Tsuki wa noborinu,JP,1955,Kinuyo Tanaka,782
530,Rêve de femmes,SE,1955,Ingmar Bergman,619
531,Ginza no onna,JP,1955,Kôzaburô Yoshimura,542
532,Jochukko,JP,1955,Tomotaka Tasaka,493
533,House of Bamboo,US,1955,Samuel Fuller,481
534,The Court Jester,US,1955,"Melvin Frank, Norman Panama",469
535,Psohlavci,"CZ, SK",1955,Martin Fric,466
536,Heidi und Peter,CH,1955,Franz Schnyder,421
537,Dobrodružství na Zlaté zátoce,"CZ, SK",1955,Břetislav Pojar,417
538,Artists and Models,US,1955,Frank Tashlin,417
539,Jibun no ana no nakade,JP,1955,Tomu Uchida,401
540,Strakonický dudák,"CZ, SK",1955,Karel Steklý,399
541,Razzia sur la chnouf,FR,1955,Henri Decoin,393
542,It's Always Fair Weather,US,1955,"Gene Kelly, Stanley Donen",364
543,Historias de la Radio,ES,1955,José Luis Sáenz de Heredia,346
544,Cela s'appelle l'aurore,"FR, IT",1955,Luis Buñuel,336
545,Violent Saturday,US,1955,Richard Fleischer,333
546,Jan Žižka,"CZ, SK",1955,Otakar Vávra,331
547,Blackboard Jungle,US,1955,Richard Brooks,299
548,Ukigumo,JP,1955,Mikio Naruse,290
549,Z mého zivota,"CZ, SK",1955,Václav Krska,276
550,L'affaire des poisons,"FR, IT",1955,Henri Decoin,267
551,Mi desconocida esposa,MX,1955,Alberto Gout,222
552,There's Always Tomorrow,US,1955,Douglas Sirk,209
553,Luffaren och Rasmus,SE,1955,Rolf Husberg,207
554,Nechte to na mne,"CZ, SK",1955,Martin Fric,200
555,Polizischt Wäckerli,CH,1955,Kurt Früh,200
556,Le rendez-vous des quais,FR,1955,Paul Carpita,195
557,Les grandes manoeuvres,"FR, IT",1955,René Clair,187
558,The Tall Men,US,1955,Raoul Walsh,186
559,El cerco,ES,1955,Miguel Iglesias,175
560,Richard III,GB,1955,Laurence Olivier,158
561,Andel na horách,"CZ, SK",1955,Borivoj Zeman,157
562,Gas-oil,FR,1955,Gilles Grangier,149
563,Kismet,US,1955,"Vincente Minnelli, Stanley Donen",123
564,Oasis,"FR, DE",1955,Yves Allégret,122
565,Punta a ctyrlístek,"CZ, SK",1955,Jirí Weiss,120
566,Liliomfi,HU,1955,Károly Makk,112
567,Der letzte Mann,DE,1955,Harald Braun,110
568,An der schönen blauen Donau,AT,1955,Hans Schweikart,70
569,Min Datter Nelly,DK,1955,Alice O'Fredericks,70
570,Nuit et brouillard,FR,1955,Alain Resnais,62
571,Love Is a Many-Splendored Thing,US,1955,"Henry King, Otto Lang",61
572,Desert Sands,US,1955,Lesley Selander,56
573,Espaldas mojadas,MX,1955,Alejandro Galindo,56
574,Los peces rojos,ES,1955,José Antonio Nieves Conde,55
575,Más fuerte que el amor,"MX, CU",1955,Tulio Demicheli,54
576,Mister Roberts,US,1955,"John Ford, Mervyn LeRoy, Joshua Logan",53
577,Die Ratten,DE,1955,Robert Siodmak,52
578,Himmel ohne Sterne,DE,1955,Helmut Käutner,51
579,The History of the Cinema,GB,1955,John Halas,42
580,Pokolenie,PL,1955,Andrzej Wajda,42
581,El caso de la mujer asesinadita,MX,1955,Tito Davison,35
582,I Am a Camera,GB,1955,Henry Cornelius,33
583,Hudba z Marsu,"CZ, SK",1955,"Ján Kadár, Elmar Klos",30
584,Blændværk,DK,1955,Johan Jacobsen,27
585,Land of the Pharaohs,US,1955,Howard Hawks,20
586,Stvorylka,"CZ, SK",1955,"Karol Krska, Jozef Medved",20
587,Scuola elementare,"IT, FR",1955,Alberto Lattuada,20
588,Napoléon,"FR, IT",1955,Sacha Guitry,19
589,Pearl of the South Pacific,US,1955,Allan Dwan,16
590,A 9-es kórterem,HU,1955,Károly Makk,12
591,Okos lány,HU,1955,Gyula Macskássy,12
592,The Quatermass Xperiment,GB,1955,Val Guest,11
593,2x2 néha 5,HU,1955,György Révész,9
594,Desfasurarea,RO,1955,Paul Calinescu,7
595,Altid ballade,DK,1955,Gabriel Axel,3
596,Blekitny krzyz,PL,1955,Andrzej Munk,3
597,Beyond a Reasonable Doubt,US,1956,Fritz Lang,187059
598,The Searchers,US,1956,John Ford,166343
599,La traversée de Paris,"FR, IT",1956,Claude Autant-Lara,71692
600,Around the World in Eighty Days,US,1956,"Michael Anderson, John Farrow",50927
601,The Killing,US,1956,Stanley Kubrick,43689
602,Invasion of the Body Snatchers,US,1956,Don Siegel,34067
603,Far til fire i byen,DK,1956,Alice O'Fredericks,18925
604,The Man Who Knew too Much,US,1956,Alfred Hitchcock,16990
605,Written on the Wind,US,1956,Douglas Sirk,13833
606,While the City Sleeps,US,1956,Fritz Lang,13478
607,Amor a primera vista,AR,1956,Leo Fleider,11212
608,High Society,US,1956,Charles Walters,10665
609,The Wrong Man,US,1956,Alfred Hitchcock,10252
610,Akasen Chitai,JP,1956,Kenji Mizoguchi,10129
611,Lust for Life,US,1956,"Vincente Minnelli, George Cukor",9695
612,Le mystère Picasso,FR,1956,Henri-Georges Clouzot,8923
613,Giant,US,1956,George Stevens,6251
614,War and Peace,"US, IT",1956,King Vidor,6105
615,Un condamné à mort s'est échappé ou Le vent souffle où il veut,FR,1956,Robert Bresson,5053
616,Sôshun,JP,1956,Yasujirô Ozu,5019
617,Nagareru,JP,1956,Mikio Naruse,4758
618,Forbidden Planet,US,1956,Fred M. Wilcox,4572
619,The Ten Commandments,US,1956,Cecil B. DeMille,4064
620,Voici le temps des assassins...,FR,1956,Julien Duvivier,3889
621,Moby Dick,GB,1956,John Huston,3852
622,Bigger Than Life,US,1956,Nicholas Ray,3321
623,Et Dieu... créa la femme,FR,1956,Roger Vadim,3283
624,Elena et les hommes,"FR, IT",1956,Jean Renoir,3259
625,O Drakos,GR,1956,Nikos Koundouros,2778
626,Honzíkova cesta,"CZ, SK",1956,Milan Vosmik,2197
627,Dobrý voják Svejk,"CZ, SK",1956,Karel Steklý,1922
628,La mort en ce jardin,"FR, MX",1956,Luis Buñuel,1897
629,Max und Moritz,DE,1956,"Norbert Schultze, Francesco Stefani",1863
630,To koritsi me ta mavra,GR,1956,Michael Cacoyannis,1599
631,Miyamoto Musashi kanketsuhen: kettô Ganryûjima,JP,1956,Hiroshi Inagaki,1493
632,Familia provisional,ES,1956,Francisco Rovira Beleta,1437
633,Attack,US,1956,Robert Aldrich,1267
634,The Last Hunt,US,1956,Richard Brooks,1214
635,The Girl Can't Help It,US,1956,Frank Tashlin,1130
636,"Tischlein, deck dich",DE,1956,Jürgen von Alten,1119
637,The Mountain,US,1956,Edward Dmytryk,1053
638,Tea and sympathy,US,1956,Vincente Minnelli,987
639,Kiri no oto,JP,1956,Hiroshi Shimizu,862
640,The Proud and Profane,US,1956,George Seaton,837
641,La fortuna di essere donna,"FR, IT",1956,Alessandro Blasetti,809
642,Bus Stop,US,1956,Joshua Logan,741
643,Körhinta,HU,1956,Zoltán Fábri,727
644,El medallón del crimen (El 13 de oro),MX,1956,Juan Bustillo Oro,647
645,Die Heinzelmännchen,DE,1956,Erich Kobler,617
646,La espera,ES,1956,Vicente Lluch,606
647,Karnavalnaya noch,SU,1956,Eldar Ryazanov,585
648,Le chanteur de Mexico,"FR, ES",1956,Richard Pottier,543
649,Das tapfere Schneiderlein,DD,1956,Helmut Spieß,520
650,Alerte aux Canaries,FR,1956,André Roy,479
651,Hannibál tanár úr,HU,1956,Zoltán Fábri,462
652,Obusku z pytle ven!,"CZ, SK",1956,Jaromír Pleskot,460
653,The Brave One,US,1956,Irving Rapper,460
654,Calle Mayor,"ES, FR",1956,Juan Antonio Bardem,454
655,Toya,NO,1956,Eric Heed,412
656,Calabuch,"ES, IT",1956,Luis García Berlanga,369
657,The Unguarded Moment,US,1956,Harry Keller,326
658,La sorcière,"FR, IT, SE",1956,André Michel,325
659,Crime et châtiment,FR,1956,Georges Lampin,309
660,Bhowani Junction,"US, GB",1956,George Cukor,299
661,Le sang à la tête,FR,1956,Gilles Grangier,285
662,Rock Around the Clock,US,1956,Fred F. Sears,267
663,Bob le flambeur,FR,1956,Jean-Pierre Melville,210
664,Két bors ökröcske,HU,1956,Gyula Macskássy,191
665,Synové hor,"CZ, SK",1956,Cenek Duba,187
666,Qivitoq,DK,1956,Erik Balling,175
667,Anastasia,US,1956,Anatole Litvak,175
668,Dalibor,"CZ, SK",1956,Václav Krska,171
669,Ztracenci,"CZ, SK",1956,Milos Makovec,157
670,The Solid Gold Cadillac,US,1956,Richard Quine,131
671,"Paris, Palace Hôtel","FR, IT",1956,Henri Verneuil,130
672,Oberstadtgass,CH,1956,Kurt Früh,87
673,Nightfall,US,1956,Jacques Tourneur,85
674,Notre-Dame de Paris,"FR, IT",1956,Jean Delannoy,81
675,Le monde du silence,"FR, IT",1956,"Jacques-Yves Cousteau, Louis Malle",76
676,Neporažení,"CZ, SK",1956,Jirí Sequens,67
677,Delo N. 306,SU,1956,Anatoli Rybakov,66
678,Siempre en la arena,"ES, US",1956,"Barry Mahon, Ramón Torrado",65
679,Nina,DE,1956,Rudolf Jugert,65
680,The Swan,US,1956,Charles Vidor,60
681,Rudá záre nad Kladnem,"CZ, SK",1956,Vladimír Vlcek,57
682,Le ballon rouge,FR,1956,Albert Lamorisse,56
683,Vzorný kinematograf Haska Jaroslava,"CZ, SK",1956,Oldrich Lipský,51
684,Julie,US,1956,Andrew L. Stone,48
685,Great Day in the Morning,US,1956,Jacques Tourneur,47
686,Silja - nuorena nukkunut,FI,1956,Jack Witikka,46
687,Sången om den eldröda blomman,SE,1956,Gustaf Molander,45
688,Goldilocks,"CZ, SK",1956,"Jan Dudesek, Hermína Týrlová",44
689,Zar und Zimmermann,DD,1956,Hans Müller,41
690,Salna pavasari,SU,1956,"Pavel Armand, Leonids Leimanis",35
691,Le muchacho,"ES, IT",1956,Ladislao Vajda,35
692,Il tetto,"IT, FR",1956,Vittorio De Sica,34
693,Siraa Fil-Mina,EG,1956,Youssef Chahine,30
694,"Zaostrit, prosím!","CZ, SK",1956,Martin Fric,30
695,Kudy kam,"CZ, SK",1956,Vladimír Borský,30
696,Ratataa eller The Staffan Stolle Story,SE,1956,Hasse Ekman,29
697,Muz v povetri,"CZ, SK",1956,Miroslav Cikán,29
698,Sjunde himlen,SE,1956,Hasse Ekman,27
699,Taxa K 1640 efterlyses,DK,1956,Lau Lauritzen,27
700,Vina Vladimíra Olmera,"CZ, SK",1956,Václav Gajer,25
701,Jokin ihmisessä,FI,1956,Aarne Tarkas,22
702,The Bad Seed,US,1956,Mervyn LeRoy,17
703,Magyarország Lángokban,HU,1956, Unknown Director(s),17
704,"Tanár úr, kérem...",HU,1956,Frigyes Mamcserov,15
705,Il ferroviere,IT,1956,Pietro Germi,14
706,Den Kloge Mand,DK,1956,Jon Iversen,14
707,Torero,MX,1956,Carlos Velo,14
708,Juha,FI,1956,T.J. Särkkä,14
709,Embajadores en el Infierno,ES,1956,José María Forqué,13
710,El último perro,AR,1956,Lucas Demare,13
711,Nezlob Kristino,"CZ, SK",1956,Vladimír Cech,12
712,Between Heaven and Hell,US,1956,Richard Fleischer,10
713,Tarde de toros,ES,1956,Ladislao Vajda,10
714,Det brenner i natt,NO,1956,Arne Skouen,9
715,Gábor diák,HU,1956,László Kalmár,8
716,Liefde en geluck,NL,1956, Unknown Director(s),7
717,Vi som går stjernevejen,DK,1956,Johan Jacobsen,6
718,Pe raspunderea mea,RO,1956,Paul Calinescu,6
719,Ubiytsy,SU,1956,"Andrei Tarkovsky, Aleksandr Gordon, Marika Beiku",6
720,Ansikten i skugga,SE,1956,Peter Weiss,4
721,Az eltüsszentett birodalom,HU,1956,Tamás Banovich,2
722,Nevěra,"CZ, SK",1956,K.M. Walló,2
723,Hra o zivot,"CZ, SK",1956,Jirí Weiss,1
724,The Incredible Shrinking Man,US,1957,Jack Arnold,436647
725,Paths of Glory,US,1957,Stanley Kubrick,133190
726,12 Angry Men,US,1957,Sidney Lumet,122915
727,Det sjunde inseglet,SE,1957,Ingmar Bergman,105163
728,Smultronstället,SE,1957,Ingmar Bergman,59779
729,Snezhnaya koroleva,SU,1957,"Lev Atamanov, Phil Patton",48521
730,Le notti di Cabiria,"IT, FR",1957,Federico Fellini,39842
731,Love in the Afternoon,US,1957,Billy Wilder,32871
732,Sweet Smell of Success,US,1957,Alexander Mackendrick,25552
733,Funny Face,US,1957,Stanley Donen,23933
734,Kumonosu jo,JP,1957,Akira Kurosawa,23521
735,Witness for the Prosecution,US,1957,Billy Wilder,20880
736,An Affair to Remember,US,1957,Leo McCarey,20456
737,Letjat zhuravli,SU,1957,Mikhail Kalatozov,19799
738,Mother India,IN,1957,Mehboob Khan,11812
739,Mister Cory,US,1957,Blake Edwards,8388
740,Night of the Demon,GB,1957,Jacques Tourneur,8297
741,Sestry,SU,1957,Grigori Roshal,7208
742,Tôkyô boshoku,JP,1957,Yasujirô Ozu,7018
743,Le notti bianche,"IT, FR",1957,Luchino Visconti,7012
744,The Bridge on the River Kwai,GB,1957,David Lean,6586
745,Quel cirque!,"CZ, SK",1957,"Karel Zeman, Břetislav Pojar, Zdeněk Ostrčil",6005
746,Sendas marcadas,ES,1957,Juan Bosch,5033
747,Il Grido,"IT, US",1957,Michelangelo Antonioni,4728
748,"Heaven Knows, Mr. Allison",US,1957,John Huston,4696
749,Porte des Lilas,"FR, IT",1957,René Clair,4408
750,Aparajito,IN,1957,Satyajit Ray,4095
751,Poveri ma belli,"IT, FR",1957,Dino Risi,4011
752,Belle ma povere,IT,1957,Dino Risi,3797
753,A King in New York,GB,1957,Charles Chaplin,3624
754,The True Story of Jesse James,US,1957,Nicholas Ray,3337
755,The Brothers Karamazov,US,1957,Richard Brooks,3059
756,Nära livet,SE,1957,Ingmar Bergman,2862
757,Forty Guns,US,1957,Samuel Fuller,2780
758,Su desconsolada esposa,ES,1957,Miguel Iglesias,2762
759,Don Kikhot,SU,1957,Grigori Kozintsev,2671
760,The River's Edge,US,1957,Allan Dwan,2603
761,Kanal,PL,1957,Andrzej Wajda,2561
